company,year,sentMails,receivedMails,RelationshipQuotient
swbellcottonbowl.org,2000,\N,3,0
swbellcottonbowl.org,2001,\N,1,0
swcbc.net,2000,16,\N,0
swcp.com,2000,7,\N,0
swec.com,2001,8,\N,0
sweci.com,2001,1,\N,0
sweepsclub.com,2001,\N,23,0
sweepsclub.com,2002,\N,9,0
swett.com,2001,\N,3,0
swgas.com,2001,\N,2,0
swissre.com,2001,\N,1,0
switzerland.org,2002,\N,1,0
swko.net,2000,2,\N,0
swko.net,2001,\N,2,0
swlegal.org,2000,\N,3,0
swlegal.orgn,2001,1,\N,0
swlp.com,2000,2,\N,0
swog.org,2002,\N,1,0
swpc.com,2000,4,\N,0
swpc.com,2001,4,\N,0
swpc.siemens.com,2000,14,\N,0
swps.com,2000,8,\N,0
sycamorenet.com,2000,6,\N,0
symantec.com,2001,\N,2,0
sympatico.ca,1999,6,\N,0
synagro.com,2000,8,\N,0
synagro.com,2001,\N,1,0
synagro.com,2002,\N,1,0
syncrasy.com,2001,\N,30,0
syncrasy.com,2002,\N,17,0
syntegra.com,2001,\N,1,0
syratech.com,2002,\N,1,0
systrends.com,2001,\N,3,0
systrends.com,2002,\N,3,0
t-online.de,2000,\N,12,0
tabcc.org,2001,1,\N,0
tabsdirect.com,2001,4,\N,0
tacomaclick.net,2001,2,\N,0
tagaviation.com,2001,\N,1,0
taggartmorton.com,1999,2,\N,0
talcomp.com,2000,3,\N,0
talisman-energy.com,1999,4,\N,0
talisman-energy.com,2000,27,\N,0
talkmatch.com,2002,\N,1,0
tambank.com,2002,\N,1,0
tampabay.rr.com,2000,\N,2,0
tampabay.rr.com,2001,\N,1,0
tampabay.rr.com,2002,\N,1,0
tamu.edu,2000,31,\N,0
tamu.edu,2002,\N,1,0
tamug.tamu.edu,2000,10,\N,0
tannerguin.com,2001,2,\N,0
tanworth.mercianet.co.uk,2001,\N,2,0
taoil.com,2001,1,\N,0
tatahousing.com,2000,\N,3,0
taukappaepsilon.org,2001,\N,12,0
tavaero.com,2000,16,\N,0
taxlitigator.com,2002,1,\N,0
taylorwilson.com,2001,2,\N,0
taz.telusa.com,2002,\N,1,0
tbardranch.com,2002,\N,2,0
tbdnetworks.com,2000,\N,3,0
tbls.org,2001,\N,1,0
tca.net,2000,3,\N,0
tcast.com,2000,12,\N,0
tcast.com,2001,9,\N,0
tccf.toshiba.com,2001,\N,1,0
tci.com,2001,2,\N,0
tcnetwork.net,2001,1,\N,0
tcoek12.org,2002,\N,1,0
tconl.net,2001,1,\N,0
tcwgroup.com,2000,\N,3,0
tdbank-us.tdsecurities.com,2000,4,\N,0
tdbank.ca,2001,1,\N,0
tdcibg.com,1999,2,\N,0
tdh.state.tx.us,2001,1,\N,0
tdmn.com,2002,\N,1,0
tdprs.state.tx.us,2000,3,\N,0
tdprs.state.tx.us,2001,\N,2,0
tds.disney.com,2000,2,\N,0
tdsecurities.com,2000,6,\N,0
tdwaterhouse.ca,2002,\N,1,0
tdwaterhouse.com,2001,\N,14,0
tdwaterhouse.com,2002,\N,11,0
teachco.com,2001,\N,1,0
teai.com,2000,2,\N,0
teainc.org,2000,2,\N,0
teainc.org,2001,8,\N,0
teamcalamari.com,2001,\N,1,0
teamfreeze.com,2002,\N,16,0
teamgolf.com,2001,\N,9,0
teamindustrialservices.com,2001,2,\N,0
teamrls.com,2001,\N,2,0
techmail.admin.ttu.edu,2000,4,\N,0
techna.com,2001,\N,1,0
technetlaw.com,2001,1,\N,0
technical.manpower.com,2001,1,\N,0
technip.com,2000,12,\N,0
technologystaffing.com,2001,\N,1,0
technologystaffing.com,2002,\N,1,0
techpacific.com,2001,\N,1,0
techtvcorp.com,2000,4,\N,0
techxans.org,2001,\N,5,0
techxans.org,2002,\N,2,0
tecoenergy.com,1999,\N,3,0
tecoenergy.com,2000,10,\N,0
teemail.teemaster.com,2001,\N,3,0
tejastoyota.com,2002,\N,1,0
tek.com,2001,2,\N,0
teksystems.com,2001,\N,3,0
telepath.com,2002,\N,1,0
telephia.com,2000,\N,2,0
teleport.com,2002,\N,1,0
televar.com,2001,\N,1,0
telion.tv,2001,\N,3,0
telkom.net,2001,\N,8,0
telkom.net,2002,\N,2,0
telluridecolorado.net,2000,\N,6,0
telus.com,2000,32,\N,0
telus.com,2001,3,\N,0
telusplanet.net,2000,12,\N,0
temd.net,2001,2,\N,0
tempest.parlo.com,2001,\N,3,0
tenaska.com,2000,4,\N,0
tenkwizard.com,2001,\N,1,0
tennecotbs.com,2000,3,\N,0
teppco.com,2002,\N,1,0
teraware.ne.jp,2000,3,\N,0
term.speedo1200.com,2001,\N,1,0
terrapinn.com,2000,\N,6,0
terrapinn.com,2001,\N,19,0
terraworld.net,2001,\N,1,0
terrmail3.terrapinn.com,2001,\N,14,0
tesoropetroleum.com,2000,\N,8,0
tex-trude.com,2001,2,\N,0
texas.net,2002,\N,11,0
texas1031.com,2001,3,\N,0
texasbar.com,2001,\N,1,0
texasgbc.org,2002,\N,3,0
texaslasereyesite.com,2000,3,\N,0
texicannaturalgas.com,2001,5,\N,0
texlaenergy.com,2001,2,\N,0
tfglobby.com,2001,4,\N,0
tfsbrokers.com,2000,3,\N,0
tfsbrokers.com,2002,\N,11,0
tfsenergy.com,2001,1,\N,0
tfsgateway.andrews-kurth.com,2000,\N,2,0
tfts.tozzini.com.br,2000,4,\N,0
tgharchs.com,2002,\N,1,0
tgn.net,2000,6,\N,0
tgs.com.ar,2001,12,\N,0
thai2k.com,2001,\N,1,0
thai2k.com,2002,\N,1,0
the-beach.net,2002,\N,1,0
the-i.net,2001,1,\N,0
the_i.net,2001,1,\N,0
theamesco.com,2000,2,\N,0
theatlantic.com,2001,\N,18,0
theb2bvoice.com,2001,\N,4,0
thebestemail.net,2001,\N,1,0
thebiz.net,2001,\N,1,0
thecampus.com,2000,3,\N,0
thecreek.coldwatercreek.com,2002,\N,3,0
thecustomshop.com,2001,2,\N,0
thecwcgroup.com,2000,\N,3,0
thedoghousemail.com,1979,1,\N,0
thedoghousemail.com,2000,10,\N,0
thedowntownclubhouston.com,2002,\N,1,0
theelliotgroup.com,2001,1,\N,0
theenergycoop.com,2001,2,\N,0
thegateway.net,2002,\N,1,0
theglobalist.com,2000,\N,3,0
thegrid.net,2002,\N,1,0
thehallagency.com,2000,\N,15,0
thehiringspot.com,2000,3,\N,0
theknot.com,2000,\N,3,0
theknot.com,2002,\N,2,0
thelaw.net,2000,\N,16,0
thelaw.net,2001,\N,41,0
thelinkpartners.com,2001,\N,4,0
themangumgroup.com,2000,\N,3,0
themarker.com,2002,\N,1,0
themedlehgroup.com,2000,2,\N,0
themedlehgroup.com,2001,\N,3,0
themedlehgroup.com,2002,2,\N,0
theplacetoplay.ea.com,2001,\N,1,0
theridgegroup.com,2001,2,\N,0
thermoecotek.com,2001,1,\N,0
thermon.com,2001,8,\N,0
thermostatic.com,2002,\N,1,0
theskier.com,2001,\N,2,0
thestandard.com,2000,2,\N,0
thestreet.com,2000,\N,15,0
thetempleaibs.org,2001,\N,1,0
theurbangarage.com,2001,1,\N,0
thevanguard.org,2002,\N,1,0
thevegasstrip.net,2001,\N,6,0
thewoodlands.com,2001,1,\N,0
thinkingahead.com,2001,2,\N,0
thinkjobs.com,2002,\N,3,0
thomasnelson.com,2001,\N,1,0
thompson-grp.com,2000,16,\N,0
thompsoncoburn.com,2001,\N,4,0
thompsonhanson.com,2001,1,\N,0
thomsonfinancial.unitymail.net,2001,\N,1,0
thomsonfn.com,2001,\N,14,0
thorit.com,2001,\N,1,0
thorpecorp.com,2001,3,\N,0
thosecomputerpeople.com,2001,\N,1,0
thosecomputerpeople.com,2002,\N,1,0
thotcapital.com,2001,\N,1,0
thprd.com,2000,3,\N,0
thwaits.com,2001,\N,4,0
thyssenelevator.com,2001,1,\N,0
ticketmaster.com,2001,\N,1,0
ticketsupport.com,2000,\N,6,0
ticketsupport.com,2002,\N,1,0
ticonderoga.com,1999,2,\N,0
tid.org,2001,4,\N,0
tidalwave.net,2002,\N,1,0
tidepool.com,2002,\N,1,0
tides.org,2002,\N,2,0
tier1execs.com,2001,\N,2,0
tiffany.com,2001,\N,1,0
tigerinvestor.com,2000,\N,3,0
tigersportsproperties.com,2001,5,\N,0
tigfirstsource.com,2001,\N,1,0
tigfirstsource.com,2002,\N,4,0
tigris.com,2001,1,\N,0
timeinc.com,2001,\N,6,0
timeinc.net,2001,\N,31,0
timemagazine.com,2000,2,\N,0
timken.com,2002,\N,1,0
timormail.com,2002,\N,1,0
tindallfoster.com,1999,4,\N,0
tindallfoster.com,2000,4,\N,0
tinsleygroup.com,2002,\N,1,0
tisd.net,2001,2,\N,0
titanelectric.com,2000,120,\N,0
tjbc.coj,2002,\N,1,0
tjmhou.com,2000,3,\N,0
tjmhou.com,2002,\N,3,0
tjohoo.se,2001,\N,1,0
tk.ca,2001,3,\N,0
tklaw.com,2001,5,\N,0
tlc.state.tx.us,2001,\N,1,0
tlngna.com,2001,\N,1,0
tlsc.org,2002,\N,1,0
tlu.edu,2001,\N,2,0
tm.tue.nl,2001,\N,1,0
tm01.net,2001,\N,1,0
tm02.com,2001,\N,2,0
tm03.net,2001,\N,4,0
tm04.com,2001,\N,1,0
tmanage.com,2001,\N,3,0
tmp.com,2002,\N,1,0
tmplaw.com,2000,6,\N,0
tmvgas.com,2001,\N,9,0
tnaccess.com,2000,3,\N,0
tnaccess.com,2001,9,\N,0
tnc.org,2000,3,\N,0
tnpe.com,2000,\N,1,0
tnpe.com,2002,\N,2,0
tnsofres.com,2000,4,\N,0
togetherkc.org,2002,\N,1,0
tomjamesco.com,2001,\N,2,0
tonerbuys.com,2001,\N,1,0
tonkon.com,2000,3,\N,0
tonto.eia.doe.gov,2001,\N,3,0
tonya.cc,2001,1,\N,0
top.monad.net,2000,2,\N,0
topmail.dk,2001,\N,1,0
torg.ect.enron.com,2000,28,\N,0
torys.com,2001,\N,2,0
tosco.com,2000,20,\N,0
tosco.com,2001,5,\N,0
toshiba.co.jp,2000,3,\N,0
toshibatic.com,2000,3,\N,0
tostevin.com,2002,\N,1,0
totalnrg.com,2000,8,\N,0
totalsafetyinc.com,2000,8,\N,0
totalsafetyinc.com,2001,14,\N,0
totalsports.net,2000,\N,2,0
toysrus.com,2001,\N,2,0
tpc-corp.com,1999,3,\N,0
tpc-corp.com,2000,4,\N,0
tpl.org,2000,2,\N,0
tpt.com,2001,\N,7,0
tr.com,2001,\N,99,0
tr.com,2004,\N,1,0
traceylawfirm.com,2002,1,\N,0
tractebelna.com,2001,\N,2,0
tractebelpowerinc.com,2001,3,\N,0
tractebelusa.com,2000,4,\N,0
trade-ranger.com,2001,\N,1,0
trade.com,2001,1,\N,0
tradedays.org,2001,\N,2,0
tradefairgroup.com,2000,3,\N,0
trader.ca,2002,\N,1,0
tradewellsystems.com,2000,4,\N,0
tradingedge.com,2000,8,\N,0
trafficschooltogo.com,1999,\N,4,0
trafficschooltogo.com,2001,\N,2,0
train.missouri.org,1979,1,\N,0
train.missouri.org,2001,\N,1,0
trammellcrow.com,2001,4,\N,0
tramontina-usa.com,2001,\N,1,0
tranquility.net,2000,\N,2,0
tranquility.net,2001,\N,1,0
trans-tel.com,2001,1,\N,0
transalta.com,2000,\N,2,0
transalta.com,2002,\N,1,0
transamerica.com,2000,2,\N,0
transdcanada.com,2001,1,\N,0
transenergy.com,2001,3,\N,0
transredes.c,2001,8,\N,0
transredes.com,2000,82,\N,0
transredes.com,2001,34,\N,0
transwestern.net,2001,3,\N,0
travelersmailbox.com,2002,\N,1,0
travelmasters.ca,2002,\N,2,0
travelnow.com,2000,\N,18,0
travelocity.com,2000,\N,15,0
travelocity.com,2001,\N,106,0
travelocity.com,2002,\N,11,0
travelocity.m0.net,2000,\N,55,0
travelocity.m0.net,2001,\N,131,0
travelocity.m0.net,2002,\N,1,0
travelsmith.m0.net,2000,\N,3,0
traveltech.com,2001,\N,3,0
traverse.com,2002,\N,1,0
travisintl.com,1998,\N,3,0
treadmillbynet.com,2001,3,\N,0
treesoft.com,2001,\N,2,0
trfx-customerservice.com,2001,\N,1,0
tri-met.org,2001,1,\N,0
triactive.com,2001,\N,1,0
triactive.com,2002,\N,1,0
trib.com,2001,1,\N,0
tribune.com,1979,2,\N,0
tribune.com,2000,\N,3,0
tribune.com,2002,\N,1,0
tricon-yum.com,2000,2,\N,0
tricon-yum.com,2001,2,\N,0
tricresources.com,2001,\N,2,0
trigen.com,2001,1,\N,0
trigon-sheehan.com,2001,\N,9,0
trigon-sheehan.com,2002,\N,2,0
trin.net,2000,38,\N,0
trinity.edu,2000,42,\N,0
trip.com,2000,\N,6,0
trip.com,2001,\N,1,0
trip.net,2001,\N,2,0
tripwire.com,2001,\N,1,0
tristar-gas.com,2000,2,\N,0
tristategt.org,2002,\N,1,0
tristategt.orgj,2000,2,\N,0
trizechahn.com,2001,15,\N,0
trollweb.com,2001,4,\N,0
troutmansanders.com,2001,\N,11,0
trox.com,2002,1,\N,0
truckstuff4less.com,2001,1,\N,0
truebluegrass.com,2001,1,\N,0
truecos.com,1999,4,\N,0
trustdst.com,2002,\N,3,0
truthmail.com,2001,\N,1,0
trvnet.net,2000,2,\N,0
tsmc.com,2001,\N,3,0
ttimail.tamu.edu,2000,3,\N,0
ttimeonline.com,2000,\N,9,0
tu.com,2001,\N,1,0
tuboscope.com,2000,59,\N,0
tuckeranthony.com,2001,\N,1,0
tulane.edu,2001,\N,1,0
tumble2.datek.com,2000,\N,43,0
tumble2.datek.com,2001,\N,8,0
tupac.com,2000,213,\N,0
turbomail.net,2001,\N,2,0
turner.com,2000,2,\N,0
turner.com,2001,\N,1,0
turner.com,2002,\N,1,0
tvland.com,2001,6,\N,0
twa.com,2000,\N,2,0
twave.net,2000,\N,3,0
twcable.com,2001,\N,8,0
twcny.rr.com,2002,\N,1,0
two.digital.cnet.com,2001,\N,9,0
twocrows.com,2001,1,\N,0
twst.com,2000,\N,3,0
twst.com,2001,\N,5,0
twst.com,2002,\N,8,0
tx.freei.net,2000,3,\N,0
txcyber.com,2001,1,\N,0
txdps.state.tx.us,2001,2,\N,0
txdriving.com,2001,\N,1,0
txi.com,2000,3,\N,0
txi.com,2001,7,\N,0
txmail.sbc.com,2001,2,\N,0
txpetrochem.com,2000,3,\N,0
txpm.com,2000,12,\N,0
txu-europe.com,2002,7,\N,0
txu.com,1999,\N,9,0
txucom.net,2002,\N,1,0
tycoint.com,2002,\N,1,0
tyler.net,2001,\N,1,0
u-t-g.de,2000,\N,3,0
u.washington.edu,2002,\N,8,0
u2.com,2000,\N,14,0
u2.com,2001,\N,4,0
ualberta.ca,2001,2,\N,0
ualberta.net,2002,1,\N,0
uamps.com,2001,4,\N,0
uamps.com,2002,\N,1,0
uams.com,2001,2,\N,0
ubs.com,2001,\N,1,0
ubspainewebber.com,2002,9,\N,0
ucalgary.ca,2002,1,\N,0
ucan.org,2000,2,\N,0
ucdavis.edu,2001,3,\N,0
ucdavis.edu,2002,\N,1,0
ucl.ac.uk,2000,5,\N,0
uclink.berkeley.edu,2001,2,\N,0
uclink4.berkeley.edu,2002,\N,1,0
ucop.edu,2001,2,\N,0
ucop.edu,2002,\N,1,0
ucsd.edu,2002,\N,1,0
udscorp.com,2000,8,\N,0
uecomm.com.au,2001,1,\N,0
ueplaza.com,1979,2,\N,0
ueplaza.com,2000,4,\N,0
ufl.edu,2000,\N,2,0
ufl.edu,2002,\N,2,0
ugi.com,2001,4,\N,0
uha.fr,2001,\N,2,0
uhc.com,2002,\N,3,0
uidaho.com,2000,3,\N,0
uihcjes2.uihc.uiowa.edu,2000,2,\N,0
uiowa.edu,2001,7,\N,0
uiowa.edu,2002,\N,1,0
uism.bu.edu,2001,\N,2,0
uiuc.edu,2002,\N,1,0
uk.akzonobel.com,2001,1,\N,0
uk.pwcglobal.com,2001,\N,1,0
uk.pwcglobal.com,2002,1,\N,0
ukakzonobel.com,2001,1,\N,0
ultracomputer.com,2000,\N,3,0
umhpvaycnh.yahoo.com,2001,\N,1,0
umich.edu,2000,6,\N,0
umich.edu,2002,\N,1,0
umit.maine.edu,2002,\N,1,0
ummail1.unitedmedia.com,2001,\N,1,0
ummhc.org,2002,\N,1,0
umsystem.edu,2000,\N,5,0
umsystem.edu,2001,\N,1,0
umusic.com,2002,\N,1,0
unavco.ucar.edu,2002,\N,1,0
unc.edu,2002,\N,2,0
undata.com,2002,\N,1,0
underwriters.com,2001,\N,1,0
uni-muenster.de,2002,\N,1,0
uni.de,2001,\N,1,0
unibw-hamburg.de,2002,\N,1,0
unidial.com,1999,6,\N,0
unidial.com,2000,6,\N,0
unifirst.com,2000,69,\N,0
unimakrllc.com,2001,1,\N,0
uniongas.com,2001,\N,1,0
unisys.com,2002,\N,1,0
unitedauto.com,2002,\N,1,0
unitedgas.com,2000,8,\N,0
unitedwager.com,2001,\N,1,0
univ-mulhouse.fr,1999,\N,3,0
universalcard.m0.net,2001,\N,2,0
universalclass.com,2000,\N,2,0
university-health-sys.com,2002,\N,1,0
universitytools.com,2001,1,\N,0
unm.edu,2001,\N,2,0
unm.edu,2002,\N,12,0
unocal.com,1999,6,\N,0
unocal.com,2000,17,\N,0
unocal.com,2001,\N,1,0
unplace.com,2001,\N,4,0
unplace.com,2002,\N,9,0
untappedmarkets.com,2001,\N,1,0
uol.com.br,2000,4,\N,0
uol.com.co,2001,\N,1,0
uol.com.co,2002,\N,2,0
uol.com.ve,2001,\N,1,0
uol.com.ve,2002,\N,2,0
uole.com,2002,\N,1,0
up-mag.com,2001,\N,1,0
update.cio.com,2001,\N,2,0
update.quicken.com,2001,\N,1,0
uppercase.xerox.com,1999,\N,2,0
ups.com,2001,\N,1,0
ups.com,2002,\N,3,0
ups.edu,2002,\N,1,0
upstream.nhst.no,2001,\N,1,0
upstreamenergy.com,2001,1,\N,0
urc.state.in.us,2001,\N,1,0
urmgroup.com,2001,\N,1,0
urscorp.com,2000,3,\N,0
urscorp.com,2001,9,\N,0
ursusbooks.com,2001,2,\N,0
us.abb.com,1999,12,\N,0
us.amadeusmail.com,2001,\N,2,0
us.artemisintl.com,2001,\N,1,0
us.arthurandersen.com,1999,\N,4,0
us.arthurandersen.com,2002,1,\N,0
us.arthuranderson.com,2000,10,\N,0
us.cgeyc.com,2000,11,\N,0
us.cibc.com,2000,33,\N,0
us.cibc.com,2002,1,\N,0
us.coopers.com,2000,12,\N,0
us.ibm.com,2000,104,\N,0
us.inter.net,2001,\N,1,0
us.oracle.com,1999,\N,2,0
us.oracle.com,2000,48,\N,0
us.socgen.com,2002,2,\N,0
usa.com,2000,2,\N,0
usa.com,2001,2,\N,0
usa.com,2002,\N,1,0
usa.dupont.com,2000,14,\N,0
usa.net,2002,\N,1,0
usa.redcross.org,2001,\N,1,0
usa.xerox.com,2000,2,\N,0
usaa.com,2001,1,\N,0
usafa.af.mil,2000,3,\N,0
usairways.com,2001,\N,16,0
usairways.com,2002,\N,27,0
usanetaccess.net,2002,\N,1,0
usasean.org,1999,6,\N,0
usasean.org,2000,6,\N,0
usasean.org,2001,\N,8,0
usatoday.com,2000,2,\N,0
usbr.gov,2001,3,\N,0
usbw.com,2002,2,\N,0
usbx.com,2002,1,\N,0
usc.edu,2000,2,\N,0
uschamber.com,1999,12,\N,0
uschamber.com,2001,30,\N,0
uscib-dc.org,1999,6,\N,0
uscib-dc.org,2000,6,\N,0
uscsi.org,1999,12,\N,0
uscsi.org,2000,6,\N,0
usdoj.com,2000,2,\N,0
usdoj.gov,2000,4,\N,0
usea.org,1999,6,\N,0
usea.org,2000,6,\N,0
usenergyservices.com,2001,\N,8,0
usenix.org,2002,\N,1,0
usgt.com,2000,4,\N,0
usitc.gov,1999,6,\N,0
usitc.gov,2001,2,\N,0
usmcoc.org,2000,\N,12,0
usnr.com,2001,1,\N,0
usoga.org,1999,6,\N,0
uspwcglobal.com,2001,1,\N,0
uss.com,2000,4,\N,0
uss.com,2001,\N,5,0
uss.com,2002,\N,1,0
ussoccer.org,2001,\N,2,0
ust.hk,2001,\N,1,0
ustcs.com,2000,\N,3,0
ustr.gov,2001,\N,1,0
ustrust.com,2000,6,\N,0
usu.edu,2002,\N,1,0
uswest.com,2000,11,\N,0
uswest.com,2001,\N,3,0
uswestmail.net,2001,\N,1,0
uswst.com,2000,4,\N,0
utarget.sparklist.com,2001,\N,9,0
utarget.sparklist.com,2002,\N,2,0
uth.tmc.edu,2002,\N,1,0
utilacorp.com,2002,1,\N,0
utiliacorp.com,2002,1,\N,0
utilicorp.com,1979,1,\N,0
utilisenergy.com,2001,\N,3,0
utilisenergy.com,2002,\N,4,0
utmb.edu,2000,79,\N,0
uts.cc.utexas.edu,2000,\N,6,0
uts.cc.utexas.edu,2002,\N,2,0
utsouthwestern.edu,1979,1,\N,0
utsystem.edu,2001,\N,1,0
uuinc2smtp1.flonetwork.com,2000,\N,3,0
uwaterloo.c,2000,1,\N,0
uwaterloo.ca,2000,17,\N,0
uwaterloo.ca,2001,1,\N,0
uwnyc.com,2001,\N,1,0
uwnyc.org,2001,\N,2,0
uwtgc.org,2001,\N,7,0
uwtgc.org,2002,\N,1,0
uwwvax.uww.edu,2000,3,\N,0
uwyo.edu,2002,\N,1,0
ux.netcom.com,2000,2,\N,0
uxmym1.iimas.unam.mx,2001,\N,1,0
v-workshops.com,2002,\N,4,0
v10.starmediahouse.com,2002,\N,1,0
vailresorts.com,2000,34,\N,0
valic.com,2000,49,\N,0
valudesk.com,2002,\N,3,0
value.net,2000,4,\N,0
valuescience.com,2001,1,\N,0
vampiress.zzn.com,2001,\N,1,0
vandergriffgroup.com,2002,\N,1,0
vangend.demon.nl,2002,\N,1,0
vanguardventures.com,2001,3,\N,0
vapower.com,2000,40,\N,0
varsitychrysler.com,2001,13,\N,0
vaultcapital.com,2001,\N,1,0
vbllc.com,2001,\N,1,0
vcn.com,1999,2,\N,0
vdn.com,2000,4,\N,0
vegasinsider.com,2001,\N,1,0
velocity2.com,2001,\N,1,0
velocityexp.com,2000,12,\N,0
ventaso.com,2001,\N,3,0
venturestrategy.com,1979,1,\N,0
venturewire.com,2000,\N,158,0
venturewire.com,2001,\N,117,0
venturing.net,2001,\N,1,0
vergenet.com,2001,\N,2,0
vericom.ca,2001,\N,1,0
veritas.com,2001,\N,2,0
veritasdgc.com,2000,10,\N,0
verizon.com,2001,15,\N,0
verizon.com,2002,\N,1,0
verizonmail.com,2000,\N,3,0
verner.com,2000,6,\N,0
vernerbrumley.com,2001,\N,4,0
versata.com,2000,\N,12,0
verso.com,2000,3,\N,0
vertcoms.com,2002,\N,9,0
verticalnet.com,2001,\N,6,0
vestec.com,2002,\N,1,0
viafone.com,2001,\N,2,0
viant.com,2000,26,\N,0
viatel.com,2000,27,\N,0
vicr.com,2000,\N,3,0
victoriassecret.com,2001,\N,1,0
vidigo.com,2001,\N,1,0
vignette.com,2000,\N,3,0
villanova.edu,2002,\N,1,0
vindigo.com,2001,\N,1,0
vintagetul.com,2000,2,\N,0
vipnet.it,2002,\N,1,0
virginia.edu,1999,4,\N,0
virginia.edu,2000,2,\N,0
virginia.edu,2001,2,\N,0
virtual-workshops.com,2001,\N,3,0
virtualmedicalgroup.com,1,\N,1,0
virtumundo.com,2001,\N,5,0
visa.com,2001,1,\N,0
visionquestinc.com,2002,\N,1,0
visionquestphotography.com,2002,\N,1,0
vistacreek.com,2000,33,\N,0
vistacreerk.com,2000,3,\N,0
visto.com,2001,\N,1,0
visuallink.com,2001,1,\N,0
visus.jnj.com,2000,3,\N,0
vitra.com,2001,\N,1,0
vitria.com,2000,\N,6,0
vivance.com,2000,4,\N,0
vivance.com,2001,7,\N,0
vmac.com,2001,1,\N,0
vocations.ch,2001,\N,1,0
votenet.com,2001,\N,4,0
vpetrov.com,2001,\N,2,0
vremail.com,2001,\N,9,0
vremail.com,2002,\N,5,0
vsnl.com,2001,\N,10,0
vssp.com,2000,2,\N,0
vynpc.com,2001,\N,23,0
vynpc.com,2002,\N,1,0
vyvos.com,2001,\N,1,0
w-technologies.com,2001,4,\N,0
wachovia.com,2000,6,\N,0
wachovia.com,2002,2,\N,0
wadsack-allen.com,2002,\N,1,0
wafs.com,2002,\N,5,0
waika9.com,2000,\N,2,0
waldenbooks.m0.net,2001,\N,2,0
walgreens.com,2000,\N,2,0
walgreens.com,2001,\N,3,0
walgreens.com,2002,\N,2,0
walkerinfo.com,2001,\N,2,0
wallace.com,2001,3,\N,0
wallace.com,2002,\N,1,0
wallacegarcia.com,2002,\N,7,0
wallstreet.com,2000,\N,3,0
wallstreetcity.com,2000,\N,6,0
wallstreetcity.com,2001,\N,18,0
wallstreetcity.com,2002,\N,5,0
walterbresert.com,2002,\N,1,0
walterbressert.com,2001,\N,1,0
waltersandwolf.com,2001,\N,1,0
waltonemc.com,2000,4,\N,0
wam.umd.edu,2000,3,\N,0
wamx.com,2001,\N,1,0
wanadoo.fr,2000,6,\N,0
wanadoo.fr,2001,3,\N,0
wapa.com,2001,25,\N,0
warrantygold.com,2000,2,\N,0
warrenelectric.com,2001,\N,3,0
washingtonpost.com,2001,\N,4,0
washpost.com,2001,\N,1,0
water.ca.gov,2001,3,\N,0
waterdesk.com,2001,\N,1,0
waterfall.mgmmirage.net,2002,\N,1,0
watervallery.net,2001,4,\N,0
watsonmoving.com,2001,2,\N,0
watts-heard.com,2001,2,\N,0
way-wired.com,2002,\N,1,0
wayeng.com,2001,2,\N,0
wayholding.com,2000,3,\N,0
wayholding.com,2001,\N,1,0
wayne-dalton.com,2000,\N,5,0
wayne.edu,2002,\N,1,0
waynedirect.com,2001,\N,8,0
waynedirect.com,2002,\N,4,0
wba-law.com,2001,\N,4,0
wbresearch.com,2001,\N,1,0
wcc.net,2000,2,\N,0
wcenviro.com,2001,\N,8,0
wcgf.com,2001,2,\N,0
wcitx.com,2001,2,\N,0
wcnet.com,2000,4,\N,0
wcnet.net,2000,53,\N,0
wcnet.net,2002,\N,3,0
wcp.twc.com,1999,6,\N,0
wd10.com,2001,\N,1,0
wd11.com,2001,\N,1,0
wdico.com,2002,\N,1,0
wdr.com,2001,1,\N,0
weatherbug.com,2001,\N,13,0
weatherbug.com,2002,\N,10,0
weatherford.com,2001,8,\N,0
weaveincorp.org,2002,\N,1,0
web.de,2001,\N,2,0
web.net,2001,\N,5,0
webaccess.net,2002,\N,2,0
webdesin.com,2001,\N,1,0
webex.com,2001,\N,1,0
webinfo.fi,2001,\N,2,0
webmail.co.yu,2001,\N,1,0
webmail.fp.edu,2001,\N,2,0
webmail.wineenthusiast.net,2001,\N,3,0
webmasterdirect.org,2002,\N,2,0
webmethods.com,2000,2,\N,0
webnexus.com,2002,\N,1,0
webnology.com,2001,2,\N,0
webonsite.net,2000,\N,3,0
websystems.com,2001,\N,1,0
webtraffictuv.flotherm.co.uk,2001,\N,1,0
webtv.net,2000,15,\N,0
webtv.net,2002,\N,11,0
webvangroup.com,1999,\N,2,0
webvangroup.com,2000,\N,2,0
webweekends.co.uk,2002,\N,4,0
wecoaerospace.com,2001,\N,1,0
wecon.com,2000,13,\N,0
wecon.com,2002,1,\N,0
wedgegroup.com,2000,3,\N,0
weedmail.com,2002,\N,1,0
weeklystandard.com,2000,14,\N,0
weeklystandard.com,2001,6,\N,0
weeksco.com,2001,1,\N,0
weforum.org,2002,\N,2,0
wei.com,2001,1,\N,0
wei.org,2000,\N,6,0
wei.org,2001,1,\N,0
weingarten.com,2001,2,\N,0
welcome.ebay.com,2000,\N,3,0
welcome.ebay.com,2001,\N,15,0
welcome.verticalnet.com,2001,\N,4,0
wellsfargo.com,2000,\N,3,0
wellsfargo.com,2002,\N,1,0
wellsfargo.m0.net,2001,\N,8,0
wellsfargo.m0.net,2002,\N,1,0
wellsstjohn.com,2002,\N,1,0
wemed.com,2001,1,\N,0
